drug_id,ec50_factor,Eff_0,Error_0,SSE
[0],1.6800000000000004,3.8049995161,0.0118184289856521,0.0118184289856521
[0],1.6900000000000004,3.8516532398000005,0.024138693949661255,0.024138693949661255
[0],1.7000000000000004,3.8314592569,0.01827156120369643,0.01827156120369643
[0],1.7100000000000004,3.8613032718,0.02723039702144678,0.02723039702144678
[0],1.7200000000000004,3.8638436638,0.028075263063085748,0.028075263063085748
[0],1.7300000000000004,3.8834061908,0.0350136222532008,0.0350136222532008
[0],1.7400000000000004,3.8878036227,0.03667864817914689,0.03667864817914689
[0],1.7500000000000004,3.8997206686999997,0.041385290923869535,0.041385290923869535
[0],1.7600000000000005,3.9159957588,0.04827197472567959,0.04827197472567959
[0],1.7700000000000005,3.9157565851,0.04816693477698474,0.04816693477698474
[0],1.7800000000000005,3.9219781603,0.05093653685091728,0.05093653685091728
[0],1.7900000000000005,3.9414622932,0.06011096460446061,0.06011096460446061
[0],1.8000000000000005,3.9441354339999997,0.06142888688340199,0.06142888688340199
[0],1.8100000000000005,3.9704486795999996,0.0751646715236149,0.0751646715236149
[0],1.8200000000000005,3.9645714496,0.07197658989583139,0.07197658989583139
[0],1.8300000000000005,3.9833642688,0.08241340534234612,0.08241340534234612
[0],1.8400000000000005,3.9794675864999998,0.08019129101210665,0.08019129101210665
[0],1.8500000000000005,3.9820414855000004,0.08165567284711216,0.08165567284711216
[0],1.8600000000000005,4.000252221699999,0.09239490585343274,0.09239490585343274
[0],1.8700000000000006,4.0210944051999995,0.10549990374117771,0.10549990374117771
[0],1.8800000000000006,4.0394631829,0.11776994879071458,0.11776994879071458
[0],1.8900000000000006,4.0236873131,0.10719101871163593,0.10719101871163593
[0],1.9000000000000006,4.0352299174,0.11488235684226807,0.11488235684226807
[0],1.9100000000000006,4.0543619922,0.12821775876333508,0.12821775876333508
[0],1.9200000000000006,4.049372780900001,0.1246696265798379,0.1246696265798379
[0],1.9300000000000006,4.0469832687,0.12298793039429727,0.12298793039429727
[0],1.9400000000000006,4.0642221374,0.13537632567492586,0.13537632567492586
[0],1.9500000000000006,4.0717793336,0.14099455417312323,0.14099455417312323
[0],1.9600000000000006,4.0783146066,0.14594515485705858,0.14594515485705858
[0],1.9700000000000006,4.0884732661,0.15381013163601442,0.15381013163601442
[0],1.9800000000000006,4.1023427691,0.16488135421254507,0.16488135421254507
[0],1.9900000000000007,4.1105083769999995,0.1715794170960881,0.1715794170960881
[0],2.000000000000001,4.093189567,0.1575317127832167,0.1575317127832167
[0],2.0100000000000007,4.1028994041999995,0.16533371393374466,0.16533371393374466
[0],2.0200000000000005,4.1346994345,0.1922055346238625,0.1922055346238625
[0],2.0300000000000007,4.1205349441,0.1799863876497462,0.1799863876497462
[0],2.040000000000001,4.1320684605,0.18990555278367932,0.18990555278367932
[0],2.0500000000000007,4.1242972506,0.18319284481236223,0.18319284481236223
[0],2.0600000000000005,4.1460312949,0.20227000455316926,0.20227000455316926
[0],2.0700000000000007,4.1462535876,0.20247000375091576,0.20247000375091576
[0],2.080000000000001,4.152526336099999,0.20815440662822582,0.20815440662822582
[0],2.0900000000000007,4.1506745056,0.20646807976494716,0.20646807976494716
[0],2.1000000000000005,4.1586284096,0.21375965485491302,0.21375965485491302
[0],2.1100000000000008,4.1624125105,0.21727306798347612,0.21727306798347612
[0],2.120000000000001,4.172139115599999,0.22643531396074867,0.22643531396074867
[0],2.130000000000001,4.1664837891,0.22108509759222977,0.22108509759222977
[0],2.1400000000000006,4.1836034699999995,0.23747742185316806,0.23747742185316806
[0],2.150000000000001,4.1757257624,0.22986160551960716,0.22986160551960716
[0],2.160000000000001,4.1745707938,0.2287554658502697,0.2287554658502697
[0],2.170000000000001,4.186388976,0.24020002725583509,0.24020002725583509
[0],2.1800000000000006,4.1926398619,0.2463662449181964,0.2463662449181964
[0],2.190000000000001,4.1842516663,0.23810959558348194,0.23810959558348194
[0],2.200000000000001,4.1910567218,0.2447971587522902,0.2447971587522902
