drug_id,ec50_factor,Eff_0,Error_0,SSE
[0],1.6200000000000003,3.7117127434,0.00020749248387448503,0.00020749248387448503
[0],1.6300000000000003,3.7519558882,0.0029863759461486294,0.0029863759461486294
[0],1.6400000000000003,3.7391244796,0.0017486059230118346,0.0017486059230118346
[0],1.6500000000000004,3.7750051649,0.00603682705673505,0.00603682705673505
[0],1.6600000000000004,3.7923660257000003,0.00903600087329125,0.00903600087329125
[0],1.6700000000000004,3.7909221193,0.008763576371468976,0.008763576371468976
[0],1.6800000000000004,3.8051156192000004,0.011622451708998711,0.011622451708998711
[0],1.6900000000000004,3.8292979292999996,0.017421303423539994,0.017421303423539994
[0],1.7000000000000004,3.8307305442999997,0.01780153690181337,0.01780153690181337
[0],1.7100000000000004,3.8327275657,0.018338419773562428,0.018338419773562428
[0],1.7200000000000004,3.8597312042999996,0.02638125051721732,0.02638125051721732
[0],1.7300000000000004,3.8633279797,0.02756258584585507,0.02756258584585507
[0],1.7400000000000004,3.8852441505,0.03531994253916811,0.03531994253916811
[0],1.7500000000000004,3.8936999397,0.03856973741827049,0.03856973741827049
[0],1.7600000000000005,3.8842902342000003,0.03496230205556106,0.03496230205556106
[0],1.7700000000000005,3.9069040636,0.04393044951296962,0.04393044951296962
[0],1.7800000000000005,3.9199335885,0.04956208853882268,0.04956208853882268
[0],1.7900000000000005,3.9360528681000004,0.056999043285585346,0.056999043285585346
[0],1.8000000000000005,3.9513693831,0.06454711321302731,0.06454711321302731
[0],1.8100000000000005,3.9664558897,0.07244050901539198,0.07244050901539198
[0],1.8200000000000005,3.9586652514000003,0.06830753758849528,0.06830753758849528
[0],1.8300000000000005,3.9672054361000004,0.07284454828291297,0.07284454828291297
[0],1.8400000000000005,3.9864645896,0.08361145003202587,0.08361145003202587
[0],1.8500000000000005,3.9977214159,0.09024813393366339,0.09024813393366339
[0],1.8600000000000005,4.0015561748,0.09256686424567785,0.09256686424567785
[0],1.8700000000000006,4.0250782994000005,0.1074332747709405,0.1074332747709405
[0],1.8800000000000006,4.0269443222,0.10866000997830239,0.10866000997830239
[0],1.8900000000000006,4.0116191257,0.0987913932172179,0.0987913932172179
[0],1.9000000000000006,4.0386080921000005,0.11648565457306305,0.11648565457306305
[0],1.9100000000000006,4.0344405485,0.11365825816395173,0.11365825816395173
[0],1.9200000000000006,4.0418359514,0.1186994100718518,0.1186994100718518
[0],1.9300000000000006,4.0585724004,0.13051186295224504,0.13051186295224504
[0],1.9400000000000006,4.0690316401999995,0.13817835762715108,0.13817835762715108
[0],1.9500000000000006,4.0742978945,0.1421212719820522,0.1421212719820522
[0],1.9600000000000006,4.087323318299999,0.15211183618425886,0.15211183618425886
[0],1.9700000000000006,4.0897567653,0.15401592036027065,0.15401592036027065
[0],1.9800000000000006,4.107363636,0.1681455065193618,0.1681455065193618
[0],1.9900000000000007,4.1105527449,0.17077110017300004,0.17077110017300004
[0],2.000000000000001,4.1007733961,0.16278420965211668,0.16278420965211668
[0],2.0100000000000007,4.1051294768,0.16631823948676852,0.16631823948676852
[0],2.0200000000000005,4.1195962173,0.17832721685142605,0.17832721685142605
[0],2.0300000000000007,4.1298242733,0.18707020210465408,0.18707020210465408
[0],2.040000000000001,4.141358632799999,0.1971808366035184,0.1971808366035184
[0],2.0500000000000007,4.1336008023,0.19035128368648072,0.19035128368648072
[0],2.0600000000000005,4.1332562221,0.19005072679908372,0.19005072679908372
[0],2.0700000000000007,4.140299661799999,0.19624148484274723,0.19624148484274723
[0],2.080000000000001,4.155988718,0.21038786896496922,0.21038786896496922
[0],2.0900000000000007,4.1473954682,0.20257859940551598,0.20257859940551598
[0],2.1000000000000005,4.1651880272,0.21891158510324582,0.21891158510324582
[0],2.1100000000000008,4.1700073036,0.22344449548654657,0.22344449548654657
[0],2.120000000000001,4.173131212,0.226407592040933,0.226407592040933
[0],2.130000000000001,4.1745110183,0.22772258324018124,0.22772258324018124
[0],2.1400000000000006,4.1687517872,0.22225910871368867,0.22225910871368867
[0],2.150000000000001,4.1842787678,0.23714038844416155,0.23714038844416155
[0],2.160000000000001,4.1686251626,0.2221397320219925,0.2221397320219925
[0],2.170000000000001,4.182907348700001,0.2358065876052731,0.2358065876052731
[0],2.1800000000000006,4.1951682845,0.24786471949868,0.24786471949868
[0],2.190000000000001,4.1835068722,0.23638920330329724,0.23638920330329724
[0],2.200000000000001,4.1898872161,0.24263414227089686,0.24263414227089686
