drug_id,ec50_factor,Eff_0,Error_0,SSE
[0],1.9700000000000004,4.0872908185,0.027113527315350182,0.027113527315350182
[0],1.9800000000000004,4.089826991200001,0.02795518130276034,0.02795518130276034
[0],1.9900000000000004,4.105428063,0.0334155116920063,0.0334155116920063
[0],2.0000000000000004,4.107291961,0.034100423568999845,0.034100423568999845
[0],2.0100000000000007,4.1170446062,0.037797443098532404,0.037797443098532404
[0],2.0200000000000005,4.1180238585,0.038179165969035485,0.038179165969035485
[0],2.0300000000000002,4.1163999852,0.03754720981951704,0.03754720981951704
[0],2.0400000000000005,4.1269995655,0.04176734398369551,0.04176734398369551
[0],2.0500000000000007,4.131200134499999,0.04350193441516682,0.04350193441516682
[0],2.0600000000000005,4.1366939839,0.04582383402917746,0.04582383402917746
[0],2.0700000000000003,4.1532715438,0.053196001000654775,0.053196001000654775
[0],2.0800000000000005,4.1521541144,0.05268179604329354,0.05268179604329354
[0],2.0900000000000007,4.1440008765,0.04900552497213905,0.04900552497213905
[0],2.1000000000000005,4.1635606329,0.0580480705245294,0.0580480705245294
[0],2.1100000000000003,4.1535525439,0.05332570113937319,0.05332570113937319
[0],2.1200000000000006,4.1608811664,0.05676411337796391,0.05676411337796391
[0],2.130000000000001,4.1672263624,0.05982788877163276,0.05982788877163276
[0],2.1400000000000006,4.1744948039,0.0634364028197275,0.0634364028197275
[0],2.1500000000000004,4.1671749231,0.0598027275794147,0.0598027275794147
[0],2.1600000000000006,4.1747134166999995,0.063546572805565,0.063546572805565
[0],2.170000000000001,4.1867248952,0.06974666246097085,0.06974666246097085
[0],2.1800000000000006,4.1773876325999995,0.06490198075539635,0.06490198075539635
[0],2.1900000000000004,4.1960803109,0.07477564076213233,0.07477564076213233
[0],2.2000000000000006,4.1927305909,0.07295489047463662,0.07295489047463662
[0],2.210000000000001,4.1899082295,0.07143820736989524,0.07143820736989524
[0],2.2200000000000006,4.2064870162,0.08057539550192604,0.08057539550192604
[0],2.2300000000000004,4.1994907452,0.07665244755040754,0.07665244755040754
[0],2.2400000000000007,4.2016104812999995,0.077830688668899,0.077830688668899
[0],2.250000000000001,4.2050502778,0.07976180018304586,0.07976180018304586
[0],2.2600000000000007,4.2107934275,0.0830387597532294,0.0830387597532294
[0],2.2700000000000005,4.2045306979,0.07946858926723688,0.07946858926723688
[0],2.2800000000000007,4.218668741,0.08763955134244845,0.08763955134244845
[0],2.290000000000001,4.209408439000001,0.08224246900195283,0.08224246900195283
[0],2.3000000000000007,4.212605741,0.08408653293916836,0.08408653293916836
[0],2.3100000000000005,4.2187871073,0.08770964761985209,0.08770964761985209
[0],2.3200000000000007,4.2197151268,0.08826018990974491,0.08826018990974491
[0],2.330000000000001,4.2200703008,0.08847135062201893,0.08847135062201893
[0],2.3400000000000007,4.2243492701,0.09103514492339969,0.09103514492339969
[0],2.3500000000000005,4.238259730899999,0.09962278290766635,0.09962278290766635
[0],2.3600000000000008,4.2225026922,0.08992425466380982,0.08992425466380982
[0],2.370000000000001,4.2392531806,0.10025089643730872,0.10025089643730872
[0],2.380000000000001,4.2381817277,0.09957354857202448,0.09957354857202448
[0],2.3900000000000006,4.232939239,0.09629246863243741,0.09629246863243741
